size_bytes	size_human	path	suggested_hf_path
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0028.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0028.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0027.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0027.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0026.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0026.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0025.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0025.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0024.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0024.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0023.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0023.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0022.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0022.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0021.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0021.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0020.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0020.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0019.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0019.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0018.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0018.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0017.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0017.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0016.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0016.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0015.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0015.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0014.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0014.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0013.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0013.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0012.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0012.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0011.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0011.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0010.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0010.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0009.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0009.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0008.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0008.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0007.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0007.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0006.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0006.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0005.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0005.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0004.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0004.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0003.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0003.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0002.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0002.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0001.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0001.npy
16512	17KB	results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0000.npy	artifacts/results/rebuttal_rankflip_layer28_rand100_full/vectors/rand_l28_0000.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0127_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0127_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0126_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0126_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0125_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0125_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0124_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0124_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0123_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0123_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0122_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0122_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0121_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0121_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0120_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0120_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0119_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0119_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0118_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0118_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0117_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0117_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0116_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0116_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0115_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0115_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0114_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0114_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0113_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0113_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0112_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0112_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0111_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0111_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0110_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0110_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0109_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0109_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0108_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0108_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0107_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0107_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0106_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0106_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0105_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0105_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0104_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0104_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0103_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0103_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0102_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0102_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0101_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0101_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0100_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0100_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0099_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0099_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0098_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0098_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0097_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0097_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0096_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0096_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0095_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0095_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0094_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0094_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0093_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0093_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0092_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0092_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0091_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0091_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0090_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0090_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0089_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0089_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0088_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0088_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0087_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0087_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0086_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0086_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0085_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0085_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0084_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0084_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0083_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0083_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0082_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0082_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0081_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0081_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0080_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0080_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0079_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0079_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0078_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0078_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0077_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0077_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0076_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0076_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0075_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0075_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0074_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0074_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0073_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0073_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0072_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0072_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0071_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0071_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0070_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0070_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0069_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0069_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0068_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0068_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0067_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0067_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0066_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0066_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0065_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0065_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0064_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0064_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0063_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0063_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0062_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0062_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0061_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0061_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0060_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0060_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0059_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0059_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0058_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0058_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0057_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0057_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0056_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0056_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0055_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0055_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0054_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0054_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0053_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0053_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0052_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0052_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0051_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0051_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0050_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0050_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0049_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0049_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0048_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0048_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0047_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0047_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0046_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0046_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0045_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0045_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0044_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0044_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0043_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0043_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0042_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0042_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0041_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0041_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0040_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0040_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0039_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0039_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0038_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0038_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0037_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0037_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0036_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0036_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0035_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0035_l28.npy
16512	17KB	rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0034_l28.npy	artifacts/rebuttal/orthogonal_steer/results/A1_cross_method_caa128_l28/vectors/caa/caa_vec_0034_l28.npy
